month,V_want,L_want,S_want,C_want,BIS_want,close_band,V_got,L_got,S_got,C_got,BIS_got,worst,result
2000-03,2.04,0.89,-0.74,5.06,1.81,0.1,2.0441658633671307,1.60048636055456,0.07059968376632347,5.0620587583916095,2.194327666519906,0.8105996837663234,FAIL
1999-12,NA,NA,NA,NA,1.73,0.1,2.332347589290787,1.7038560931284226,-0.26230432767716433,4.251090604802593,2.0062474898861598,0.27624748988615977,FAIL
2002-09,NA,NA,NA,NA,-1.65,0.1,-0.9339765800760776,-1.3530466046652159,-1.987688765507694,-1.012198379871719,-1.3217275825301764,0.3282724174698235,FAIL
2007-07,-0.53,1.43,0.53,-0.23,0.3,0.1,-0.5327438446521965,1.254720010876368,0.2552210357495402,-0.22765299678477474,0.1873860512972343,0.27477896425045983,FAIL
2026-05,2.29,-0.5,0.2,1.74,0.93,0.5,2.1283205658889535,-0.05299495863651303,-0.8864413955182299,1.7375715990951768,0.7316139527073469,1.08644139551823,FAIL
