window,month,V,L,S,C,BIS
dotcom,1998-05,2.8273132189020527,0.4054053528398397,-0.42781853105460127,0.7622156772563523,0.8917789294859108
dotcom,1998-06,2.6958805493549627,0.5332861957726197,-0.3057412605539617,0.5535056873568118,0.8692327929826081
dotcom,1998-07,2.839078558403744,0.74671074240852775,0.13024993003730673,0.8604738033253297,1.1441282585437271
dotcom,1998-08,2.282302494054936,1.1840176223498946,-1.5441151737056455,0.7519195170181726,0.6685311149293395
dotcom,1998-09,1.9164828743645936,1.4778096560903187,-1.6675042260540716,0.5740859225882714,0.575218556747278
dotcom,1998-10,1.913027603351277,1.5686882935093251,-1.307508896909023,0.21423212264979977,0.5971097806503447
dotcom,1998-11,2.439541386764614,1.632806877170217,-0.495033205166638,0.6673426611656954,1.0611644299834722
dotcom,1998-12,2.5877975552273402,1.811250356137128,-0.5081526705878113,1.1374870833824822,1.2570955810397846
dotcom,1999-01,2.762228526542729,1.9105555006455632,-0.5909804564347134,1.8943563698038164,1.4940399851393489
dotcom,1999-02,2.6366652613452204,1.7930285164809594,-0.5815973343641817,1.8636986189631182,1.427948765606279
dotcom,1999-03,2.6822773019319337,1.5714926428648621,-0.5412865118804023,1.6933623349833775,1.3514614419749427
dotcom,1999-04,2.7706360386769884,1.1757521669058226,-0.6260944218536592,1.8375573758929746,1.2894627899055315
dotcom,1999-05,2.6499424216662093,1.2065001338490349,-0.6290700710605669,1.7204495341995247,1.2369555046635505
dotcom,1999-06,2.5082445326995635,1.3144305769026476,-0.33277248206503107,1.7819994945150854,1.3179755305130665
dotcom,1999-07,2.635854054053141,1.6113011941499997,0.08359310264359021,2.125802674059829,1.61413775622664
dotcom,1999-08,2.3070044954273596,1.7972298870175965,-0.2127903020321843,2.098231131728255,1.4974188030352567
dotcom,1999-09,2.163951204155094,1.8816912116191344,-0.302749817556797,2.686313861408662,1.6073016149065233
dotcom,1999-10,2.011198191320513,1.6254160172058292,-0.2830423141566698,2.7467481980971975,1.5250800231167174
dotcom,1999-11,2.2820678589073844,1.5635691592925125,0.06743073579731962,3.301529556520689,1.8036493276294765
dotcom,1999-12,2.332347589290787,1.7038560931284226,-0.26230432767716433,4.251090604802593,2.0062474898861598
dotcom,2000-01,2.2145858591294347,1.7805582157390802,-0.12894221695339647,4.589199406640863,2.113850316138995
dotcom,2000-02,1.9738962597894987,1.7651335531398467,-0.15487371389576926,5.219473943252774,2.2009075105715876
dotcom,2000-03,2.0441658633671307,1.60048636055456,0.07059968376632347,5.0620587583916095,2.194327666519906
dotcom,2000-04,2.028666143737354,1.4608308877755602,-0.3003587780512383,2.8759811635866503,1.5162798542620815
dotcom,2000-05,1.8052782395617653,1.2395209395139517,-0.5571531152886428,2.34752300036363,1.2087922660376762
dotcom,2000-06,1.8553297466285044,1.0471324553090726,0.026175012981694556,2.6913616000768887,1.40499970374904
dotcom,2000-07,1.8115785258527417,0.5359420602400224,0.3059595543721282,2.8083843608976884,1.365466125340645
dotcom,2000-08,1.7854905484821744,0.28267937637622587,0.519665353931966,2.4701512350200927,1.2644966284526147
dotcom,2000-09,1.6444838371293409,0.04697200405929264,0.29485219644289373,2.418707961619703,1.1012539998128075
dotcom,2000-10,1.3386136338150707,-0.13535165170817443,-0.48941810189170204,1.7543195176784336,0.617040849473407
dotcom,2000-11,1.2520585814927538,-0.3182743776314869,-0.23047651281619386,1.2636964551843806,0.4917510365573634
dotcom,2000-12,1.0651018080536012,-0.6404620285531111,-0.24867091785239714,0.6735965786696851,0.21239136007944454
dotcom,2001-01,1.0160663311847022,-1.2123931946909043,-0.034240008369553876,0.6401968810468701,0.10240750229277854
dotcom,2001-02,0.8711347647705638,-1.2702062242957355,0.11630464612109254,0.32640281594241777,0.010909000634584665
dotcom,2001-03,0.46267587140922944,-1.2582996403102111,-0.4716250877965638,-0.22369628154284799,-0.3727362845600984
dotcom,2001-04,0.43321432512057634,-1.314295263162601,-0.16830295556613983,-0.36812258711209545,-0.354376620180065
dotcom,2001-05,0.638227080237849,-1.2857355124782717,0.051153441467392535,-0.1292539541354415,-0.1814022362271179
dotcom,2001-06,0.511362908352153,-1.2874095291043057,-0.05133316637282445,-0.17231433614182404,-0.2499235308167003
dotcom,2001-07,0.39483107481607804,-1.3455763784481218,0.08697543248662337,-0.2282191185497285,-0.2729972474237872
dotcom,2001-08,0.2956473055305112,-1.2598898560531888,0.051833231055314344,-0.38043922159452515,-0.3232121352654721
dotcom,2001-09,-0.15047243935739593,-1.1751311085695768,-6.178194931177323,-0.7541992999228416,-2.0644994447567844
dotcom,2001-10,-0.05378746191206353,-1.2506001496099097,-4.787339366130048,-0.6694218232028107,-1.690287200213708
dotcom,2001-11,0.10471225714308248,-1.197620421936742,-2.39729457365176,-0.34825037811137377,-0.9596132791391984
dotcom,2001-12,0.15218424492997787,-1.101512972958345,-1.5456474358261778,-0.1530776133734962,-0.6620134443070103
dotcom,2002-01,0.1158821634100123,-1.0369959925871308,-0.9107629357715695,-0.14153926477328646,-0.4933540074304936
dotcom,2002-02,-0.037534829420810024,-0.9703328256195242,-0.7465355243540184,-0.42560899794788215,-0.5450030443355587
dotcom,2002-03,0.09763109953270205,-0.9988534819425229,-0.46565875745492336,-0.4867323020589995,-0.46340336048093594
dotcom,2002-04,-0.06909433522137912,-1.3472711043454009,-0.5741175545620333,-0.5862574621244788,-0.644185114063323
dotcom,2002-05,-0.18714184027734235,-1.3836658541748665,-0.6227096069792167,-0.7159708365378529,-0.7273720344923196
dotcom,2002-06,-0.4122773605340689,-1.4021343480411128,-0.9281220677670201,-0.8748166212061432,-0.9043375993870864
dotcom,2002-07,-0.7842486562525464,-1.4920528055661266,-1.4052453283633193,-0.8657465641767371,-1.1368233385896824
dotcom,2002-08,-0.7751976811931999,-1.4495906904537925,-1.377561428615558,-0.9720029777138816,-1.143588194494108
dotcom,2002-09,-0.9339765800760776,-1.3530466046652159,-1.987688765507694,-1.012198379871719,-1.3217275825301764
dotcom,2002-10,-0.9914209835765763,-1.248333396191543,-1.735138349388236,-0.9804681929543615,-1.2388402305276793
dotcom,2002-11,-0.8227363937524562,-1.155466315807022,-1.0890409952007358,-0.7052558716236068,-0.9431248940959552
dotcom,2002-12,-0.859703614782694,-1.0409535692525838,-1.1978485728073778,-0.7234900958904662,-0.9554989631832804
dotcom,2003-01,-0.8904308950546256,-0.9951146551616971,-1.3456161145240748,-0.6976432031547481,-0.9822012169737864
dotcom,2003-02,-1.1075467279309361,-0.9775887547738327,-1.9042054147008223,-0.646696926804441,-1.159009456052508
dotcom,2003-03,-1.0958518294916766,-1.042154912957943,-2.5162503978078794,-0.5798081907310321,-1.3085163327471327
dotcom,2003-04,-0.9570937143429435,-1.079382948272354,-1.2825274271801774,-0.6082152371522833,-0.9818048317369397
dotcom,2003-05,-0.8145901317678518,-1.1244840659965571,-0.36337842653512764,-0.4813180208795248,-0.6959426612947653
dotcom,2003-06,-0.6626580067071027,-1.1248684188573335,-0.2547714385806382,-0.4168509816529039,-0.6147872114494947
dotcom,2003-07,-0.665026051437638,-0.9962049274215915,-0.08428736564506883,-0.19235849676386826,-0.48446921031704165
dotcom,2003-08,-0.7016954918796642,-0.8899442160713986,-0.10680378782023053,-0.15713020290914484,-0.4638934246701096
dotcom,2003-09,-0.6309109365197536,-0.7910537238400932,0.014128342871956773,0.06617767945848535,-0.33541465950735116
dotcom,2003-10,-0.5809633307028599,-0.8013489121148605,0.20298627596716623,0.10874260241330443,-0.26764584110931244
dotcom,2003-11,-0.5535112920125649,-0.7530390514499453,0.19139671620253756,0.13437807963294116,-0.24519388690675784
dotcom,2003-12,-0.47096250467949546,-0.6893446131838772,0.16957614249952677,0.023918168572589812,-0.241703201697814
gfc,2003-01,-0.8904308950546256,-0.9951146551616971,-1.3456161145240748,-0.6976432031547481,-0.9822012169737864
gfc,2003-02,-1.1075467279309361,-0.9775887547738327,-1.9042054147008223,-0.646696926804441,-1.159009456052508
gfc,2003-03,-1.0958518294916766,-1.042154912957943,-2.5162503978078794,-0.5798081907310321,-1.3085163327471327
gfc,2003-04,-0.9570937143429435,-1.079382948272354,-1.2825274271801774,-0.6082152371522833,-0.9818048317369397
gfc,2003-05,-0.8145901317678518,-1.1244840659965571,-0.36337842653512764,-0.4813180208795248,-0.6959426612947653
gfc,2003-06,-0.6626580067071027,-1.1248684188573335,-0.2547714385806382,-0.4168509816529039,-0.6147872114494947
gfc,2003-07,-0.665026051437638,-0.9962049274215915,-0.08428736564506883,-0.19235849676386826,-0.48446921031704165
gfc,2003-08,-0.7016954918796642,-0.8899442160713986,-0.10680378782023053,-0.15713020290914484,-0.4638934246701096
gfc,2003-09,-0.6309109365197536,-0.7910537238400932,0.014128342871956773,0.06617767945848535,-0.33541465950735116
gfc,2003-10,-0.5809633307028599,-0.8013489121148605,0.20298627596716623,0.10874260241330443,-0.26764584110931244
gfc,2003-11,-0.5535112920125649,-0.7530390514499453,0.19139671620253756,0.13437807963294116,-0.24519388690675784
gfc,2003-12,-0.47096250467949546,-0.6893446131838772,0.16957614249952677,0.023918168572589812,-0.241703201697814
gfc,2004-01,-0.34458564350420195,-0.5137227241285978,0.3418575529591041,0.14171778767239676,-0.09368325675032474
gfc,2004-02,-0.3549597650765774,-0.6093847576746232,0.3421142704507816,-0.040841119789767885,-0.16576784302254674
gfc,2004-03,-0.46618114997476423,-0.6217054177803631,0.05569845181228422,-0.13207835901549173,-0.2910666187395837
gfc,2004-04,-0.475915044253925,-0.4639914987477891,0.14320367267500672,-0.06987551581338398,-0.21664459653502285
gfc,2004-05,-0.6219919801165046,-0.33678577044988234,0.17816603788816301,-0.17161588963481514,-0.23805690057825976
gfc,2004-06,-0.5645300034056028,-0.29433372584232187,0.2639761321350332,-0.1281364802140229,-0.1807560193317286
gfc,2004-07,-0.671743794898529,-0.24838579060556162,0.2988110215648234,-0.2419785256677367,-0.21582427240175098
gfc,2004-08,-0.754733663939252,-0.2690790324568099,0.1498157149353837,-0.41221842072139,-0.32155385054551705
gfc,2004-09,-0.6953457681180044,-0.2483912032467655,0.2773292746207042,-0.3734459237223644,-0.25996340511660754
gfc,2004-10,-0.7423249528226447,0.030219662047409,0.43130175752219324,-0.23163845883751338,-0.12811049802263896
gfc,2004-11,-0.6049282286519888,0.07607844594925231,0.523809981927492,-0.14598278813940666,-0.03775564722866281
gfc,2004-12,-0.5229534596632016,0.07298828471277993,0.6970839378033802,-0.06804395361831023,0.044768702308662076
gfc,2005-01,-0.6143440860301872,0.022255804477548935,0.6810133784532834,-0.18669872741472063,-0.024443407628518883
gfc,2005-02,-0.6042731385885857,0.04361830479396045,0.7700247693552005,-0.28400869088822756,-0.018659688831913074
gfc,2005-03,-0.6732099121636346,0.07864672633933889,0.7806845658293556,-0.353646718085945,-0.04188133452022126
gfc,2005-04,-0.818149672894128,0.26942689876106624,0.6974274872039209,-0.4096148853864863,-0.06522754307890681
gfc,2005-05,-0.7905324548568484,0.3065036563560358,0.6670512654717222,-0.34935013031529816,-0.04158191583609713
gfc,2005-06,-0.735528945610424,0.34015307561946273,0.9512226060820843,-0.28091133381979233,0.06873385056783267
gfc,2005-07,-0.7088182876250215,0.35580189572029663,0.45559645533847726,-0.1911701671224658,-0.022147525922178356
gfc,2005-08,-0.7430963711405569,0.3683152668677445,0.6302161127292196,-0.16772207578115503,0.021928233168813045
gfc,2005-09,-0.8022773917690729,0.3083434980451011,0.7419886090149074,-0.20542645589620565,0.010657064848682486
gfc,2005-10,-0.9318821794366695,0.189358851237634,0.6661393079874596,-0.20061760942825646,-0.06925040740995811
gfc,2005-11,-0.7777757794555341,0.06649388372168329,0.9180896352088714,-0.11361068988149427,0.02329926239838159
gfc,2005-12,-0.7039321477079921,0.04230593027034345,0.9123797534607174,-0.11726503285955804,0.0333721257908777
gfc,2006-01,-0.7028130540263756,0.1723664225293049,0.8524497988110324,-0.08703438100362035,0.058742196577585344
gfc,2006-02,-0.736496199056043,0.16417667148482895,0.8039111291379182,-0.11908471209672608,0.028126722367494507
gfc,2006-03,-0.7258125234162407,0.09876157203813443,0.8767614472564417,-0.13030642387670152,0.029851018000408465
gfc,2006-04,-0.7544425542841212,0.12293560750372011,0.8810073480149356,-0.07738145757864877,0.04302973591397144
gfc,2006-05,-0.8295842210829188,0.10001138597367969,0.6970394269946172,-0.2410645105791703,-0.06839947967344809
gfc,2006-06,-0.9626023831639049,0.10912231945678877,0.38747702993089184,-0.3431545298279551,-0.20228939090104486
gfc,2006-07,-0.9697513380855588,0.15175961513293423,0.2840622226141449,-0.49178477701263745,-0.25642856933777924
gfc,2006-08,-0.9161845991036544,0.14467814508463542,0.3747003065641679,-0.5199816029136245,-0.2291969375921189
gfc,2006-09,-0.8272208757950799,0.12167376529338576,0.6965163689501208,-0.39569172754032655,-0.10118061727297495
gfc,2006-10,-0.6917595309549247,0.22134978544762912,0.7499149950615812,-0.3257040477245469,-0.011549699542565323
gfc,2006-11,-0.6318745464861808,0.2425940699281049,0.9426351247217208,-0.2501517982128502,0.07580071248769867
gfc,2006-12,-0.5784480496771801,0.2715851808814851,0.9066669515198397,-0.30232026960269903,0.0743709532803614
gfc,2007-01,-0.5871643875200254,0.334322356823866,0.8414925511529407,-0.2846540180802973,0.07599912559412102
gfc,2007-02,-0.5675876764944738,0.3292557986778699,0.8347626912179488,-0.30375492967018797,0.07316897093278922
gfc,2007-03,-0.7269037598347244,0.3285582820340301,0.5899328136273205,-0.33477423126709727,-0.03579672386011777
gfc,2007-04,-0.6133710499707706,0.543777949076708,0.8226102110649077,-0.3351128993217916,0.10447605271226336
gfc,2007-05,-0.5243884773708967,0.6011081806764863,0.6829965554936461,-0.3740253878069401,0.09642271774807391
gfc,2007-06,-0.5384127347772407,0.7328052690702369,0.5233270454792827,-0.32097958426655515,0.09918499887643092
gfc,2007-07,-0.5327438446521965,1.254720010876368,0.2552210357495402,-0.22765299678477474,0.1873860512972343
gfc,2007-08,-0.7117081742176232,1.4620644974219439,-0.11493303018276152,-0.2286730682583585,0.10168755619080014
gfc,2007-09,-0.6169827546206323,1.6478723123464636,0.01876601937969055,-0.18664483861982137,0.2157526846214251
gfc,2007-10,-0.5217529790616257,1.8507638601623109,0.19888816191795528,-0.04878132572635039,0.3697794293230725
gfc,2007-11,-0.7486584284480136,2.042137495125168,-0.20421379777507917,-0.010318606641279504,0.26973666556519893
gfc,2007-12,-0.7045977867822075,2.1066082257743983,0.05375537117225736,-0.0758393395023072,0.34498161766553526
gfc,2008-01,-0.9778755069109537,2.03180098511014,-0.16101685243691255,-0.21620369684822618,0.16917623222851194
gfc,2008-02,-1.037777871420971,1.978002588347174,-0.12462521432863333,-0.3295127514237627,0.12152168779345171
gfc,2008-03,-1.1491683661334842,1.9769134574194167,-0.21833351339682092,-0.34469493320580447,0.06617916117082678
gfc,2008-04,-1.021766413125342,1.778985442675753,0.23426261482860541,-0.2988004587540533,0.17317029640624076
gfc,2008-05,-0.9557317313438657,1.860190690634818,0.46844469645383613,-0.17575432400656948,0.29928733293455473
gfc,2008-06,-1.1246905015981006,1.938413392299358,0.0831189148602786,-0.059149493061365944,0.20942307812504252
gfc,2008-07,-1.3233353942528572,1.583489706050731,-0.09075667657496755,-0.05637959774371782,0.028254509369797093
gfc,2008-08,-1.2298601922968313,1.430349519644636,0.17911637329546215,0.09801373398300837,0.11940485865656883
gfc,2008-09,-1.3567779393346515,1.336749671505991,-0.5540876740247624,-0.06460414443945983,-0.1596800215732207
gfc,2008-10,-1.8857030507247596,0.9825145291236128,-2.3883123365582573,-0.15087499796384102,-0.8605939640308112
gfc,2008-11,-1.997369409663298,1.115350348749227,-2.262565109588517,-0.27253079507635763,-0.8542787413947365
gfc,2008-12,-1.936310919262607,1.1929465419906036,-1.620451791637752,-0.29763234977613123,-0.6653621296714717
gfc,2009-01,-1.9264099450022447,0.9094074675994042,-1.085945497929841,-0.18148074532891778,-0.5711071801653999
gfc,2009-02,-2.0285187034547185,0.9061659905965337,-0.9671681035386906,0.03168073636596357,-0.514460020007728
gfc,2009-03,-2.0948211343975536,0.7172636656305752,-0.922896035969424,0.17214183047939305,-0.5320779185642524
gfc,2009-04,-1.837750242947511,0.05382960811247939,-0.6422898962493544,0.30337196806294414,-0.5307096407553604
gfc,2009-05,-1.6741587738361,-0.2200838649882968,-0.3469466874473297,0.2348524167656113,-0.5015842273765287
gfc,2009-06,-1.600374225413724,-0.3706873270071648,-0.13583888664449761,0.4159137101811716,-0.42274668222105366
gfc,2009-07,-1.5427802553627998,-0.8863462475975359,0.006723488242485809,0.5056433445055445,-0.4791899175530764
gfc,2009-08,-1.3304246168945963,-0.9718891701888767,0.12137748156377201,0.43154540736580704,-0.4373477245384735
gfc,2009-09,-1.2110045503497273,-1.0060917203099795,0.008183893503751483,0.4907511598331439,-0.4295403043307028
gfc,2009-10,-1.120841681640663,-1.2092909853954665,0.06043567687636091,0.4738965384539625,-0.4489501129264515
gfc,2009-11,-1.0468285393290018,-1.1385439040360266,0.14665001511872916,0.4305829058514033,-0.402034880598724
gfc,2009-12,-0.9651745409435762,-1.0855563250838844,0.20301251590269673,0.5519609524798593,-0.32393934941122615
gfc,2010-01,-0.927245601698707,-1.0260270509801357,0.24436004220366012,0.6582246840226609,-0.26267198161313043
gfc,2010-02,-1.0149867101377523,-1.0567319527992982,0.22309102667140157,0.7423985207730956,-0.27655727887313836
gfc,2010-03,-0.83707032878524,-1.1067795200590287,0.517394820804443,1.0483647513594676,-0.09452256917008955
gfc,2010-04,-0.6992887174610676,-1.1541957582324838,0.43055371528597763,1.197283570846939,-0.056411797390158724
gfc,2010-05,-0.9183838207521495,-1.117109678502473,-0.3192644863403198,1.2261559504655106,-0.2821505087823578
gfc,2010-06,-1.048807283577035,-1.0784911040272243,-0.26137518641168,1.3330739575753305,-0.26389990411015224
gfc,2010-07,-1.0658257250357668,-0.7480900155035481,0.0892133419964948,1.3971192880233383,-0.08189577762987044
gfc,2010-08,-1.055061217000206,-0.7520210369767932,0.12564745811230948,1.4398052885630366,-0.060407376825413306
gfc,2010-09,-0.9407188494688853,-0.739114084484524,0.31373118196573013,1.748752315198587,0.09566264080272696
gfc,2010-10,-0.7607062424810302,-0.5239624548496574,0.4585085751269795,2.0928037425472588,0.3166609050858876
gfc,2010-11,-0.6566918475587963,-0.49743488334213287,0.26851658999378625,2.3152954707844553,0.3574213324693281
gfc,2010-12,-0.49169039405193216,-0.5165948683495355,0.3809620340248573,2.33436250970851,0.426759820332975
ai,2019-01,0.931338459090734,0.5950843638445946,0.06943525058478656,1.7639345931293002,0.8399481666623538
ai,2019-02,1.1961604243000272,0.4937595615318547,0.12669216624207671,1.8244031905473375,0.910253835655324
ai,2019-03,1.2031756595000007,0.40883213219834025,0.5970009711835271,1.8946546180046333,1.0259158452216253
ai,2019-04,1.3294411701475768,0.07526558031682123,0.8134836178092654,1.994452152768848,1.0531606302606278
ai,2019-05,1.0967785698985055,0.11549044663586414,-0.29352131969260603,1.8747386815830258,0.6983715946061974
ai,2019-06,1.0959730907953915,0.1892924488676891,-0.21733395697950525,1.7260648691542555,0.6984991129594578
ai,2019-07,1.2664140916845112,0.35219027918813006,0.3816763154831234,1.8231550030625674,0.955858922354583
ai,2019-08,0.9195357892567737,0.43616836577225104,-0.43090375358455807,1.7524334579151335,0.6693084648399
ai,2019-09,1.041491685152141,0.4832124300035088,0.2558720222104115,1.6431402960792907,0.855929108361338
ai,2019-10,0.9234054613286607,0.3590078567852164,0.04928711111037151,1.619300344162627,0.7377501933467189
ai,2019-11,1.172654272525065,0.3580091176701503,1.0218546403496278,1.7167713402962417,1.0673223427102712
ai,2019-12,1.2831919646867043,0.46729798391968935,0.8556316173803139,1.7682737406814815,1.0935988266670473
ai,2020-01,1.4356011258482302,1.4390053599278008,-0.9240995368928868,1.9514208758734926,0.9754819561891592
ai,2020-02,1.34480204834827,1.8219855031390062,0.22585425895137812,2.140535461635541,1.383294318018549
ai,2020-03,-0.255148081949009,2.1766821006626724,-2.851667538350183,2.3090024474472433,0.3447172319526809
ai,2020-04,0.03625459967225621,2.684438090562018,-1.1199138836131461,2.520749488886689,1.0303820738769542
ai,2020-05,0.4049340867138869,2.400172526373373,-0.3241970865307494,2.870627451103981,1.3378842444151229
ai,2020-06,0.8057455534829726,1.9867283588876234,-0.4198422801397318,2.9406067104225224,1.3283095856633467
ai,2020-07,1.0017723065984794,1.295093706788887,0.020971407595720915,3.1775820924001947,1.3738548783458207
ai,2020-08,1.4171249144665787,1.3866226321806305,0.33033099934012966,3.1443368665577114,1.5696038531362626
ai,2020-09,1.3077861938845545,1.5470119120836339,-0.40600853372633755,2.9737526141455426,1.3556355465968484
ai,2020-10,1.4078790887666346,1.42618681556602,-0.40332588701783817,3.0065519111804226,1.35932298212381
ai,2020-11,1.7083385120376773,1.3060344899807466,0.07749502679393783,2.8170411604635173,1.4772272973189695
ai,2020-12,2.020855597725451,1.0896608975416093,0.4158315781984859,2.9742046343422714,1.6251381769519544
ai,2021-01,2.1636936161488207,-0.37513238459115156,-0.11213019367790888,3.0205684644001023,1.1742498755699655
ai,2021-02,2.2549050720315034,-0.7884658964033229,0.10535079685313242,3.0577913756932475,1.15739533704364
ai,2021-03,2.176609210830405,-1.1438626827168208,0.07272959909533361,2.482037769533098,0.896878474185504
ai,2021-04,2.5275024964828394,-1.7277513378889342,0.13713524969522703,2.375658484768248,0.828136223264345
ai,2021-05,2.4043364675699372,-1.6538159206347243,-0.16157455095858309,2.0112132131184914,0.6500398022737803
ai,2021-06,2.3689396959989404,-1.492073757509469,0.5388146854573038,2.1764747170113172,0.8980388352395231
ai,2021-07,2.4685133001112995,-0.7618034141259171,0.8942991140953854,2.1919968486575483,1.198251462184579
ai,2021-08,2.5232044032069574,-0.6325996142761842,0.07685629424838855,2.0852960271563035,1.0131892775838662
ai,2021-09,2.380021847202704,-0.7337908065617672,0.11664357090106642,2.141641942102451,0.9761291384111137
ai,2021-10,2.239642831925333,-0.4591117848477586,0.3001279966736967,1.978187060156826,1.0147115259770243
ai,2021-11,2.479853597364964,-0.482372457782128,0.04199090890500663,2.059882782486535,1.0248387077435943
ai,2021-12,2.353266358557936,-0.41117631891262796,-0.6805060472644476,1.8220950019633746,0.7709197485860586
ai,2022-01,1.999524208933107,-0.35568181729869963,-1.661803124581655,1.4613502801503078,0.36084738680076506
ai,2022-02,1.5973236140325409,-0.518408917653991,-3.405848899247209,1.3278826024185404,-0.24976290011252972
ai,2022-03,1.3448677706053385,-0.5911600142604396,-4.441219662102348,1.2296458072332777,-0.6144665246310429
ai,2022-04,1.2396582797981863,-0.5234245219380427,-2.0500927381130656,1.081478193327047,-0.06309519673146874
ai,2022-05,0.4977474518875666,-0.11845866252814184,-1.6321714965172265,0.763528835822568,-0.12233846783380842
ai,2022-06,0.11218857114669906,0.21427328884985525,-1.34505865215794,0.752023882808356,-0.06664322733825742
ai,2022-07,0.08622226072344791,0.1500184550650649,-0.8717059325069931,0.8439280018493526,0.05211569628271806
ai,2022-08,0.4732864417721059,0.05940711610208943,-0.8883833403930395,0.9573535232814596,0.15041593519065388
ai,2022-09,-0.1286898843002169,-0.036323813286065765,-1.246012146242973,0.7889067228071746,-0.15552978025552025
ai,2022-10,-0.4215363348071083,-0.48213858424809436,-1.5879538801637083,0.6184205175279248,-0.4683020704227465
