month,value
1971-02,1.039680087872859
1971-03,1.0486773179675224
1971-04,1.0636430883032826
1971-05,1.0784498031496064
1971-06,1.088725704700434
1971-07,1.104074074074074
1971-08,1.0953638607381924
1971-09,1.1018491903803773
1971-10,1.1142974611984786
1971-11,1.1164608546587422
1971-12,1.1072446762675663
1972-01,1.1282026460148435
1972-02,1.1660123574144488
1972-03,1.184291381784418
1972-04,1.211530330882353
1972-05,1.2116654005233392
1972-06,1.21276936026936
1972-07,1.2050606343283583
1972-08,1.1767450058754405
1972-09,1.1726142595978062
1972-10,1.1714872262773723
1972-11,1.1526889661164206
1972-12,1.1345711086226202
1973-01,1.1277791184041184
1973-02,1.0901649921651764
1973-03,1.0639032675509543
1973-04,1.0240253853127834
1973-05,0.9922659430122117
1973-06,0.9709242093784078
1973-07,0.9894724997749572
1973-08,1.0056798190500127
1973-09,1.0193431020733654
1973-10,1.0232913597845887
1973-11,0.9930578898225957
1973-12,0.9579288879510446
1974-01,0.980221526470616
1974-02,0.9866632874320633
1974-03,0.9746021972007194
1974-04,0.9689492496111576
1974-05,0.930046534261991
1974-06,0.9021216171065819
1974-07,0.9133148404993066
1974-08,0.8757368502863702
1974-09,0.8608631826189078
1974-10,0.8723389601282309
1974-11,0.8913088932255367
1974-12,0.8820919153407599
1975-01,0.8883306605191941
1975-02,0.8999145804586373
1975-03,0.8958820720935784
1975-04,0.908581208687441
1975-05,0.908408646477459
1975-06,0.9160327767470625
1975-07,0.9257216996432047
1975-08,0.9148012956203366
1975-09,0.8965957470740746
1975-10,0.8722847563460001
1975-11,0.8664430589073996
1975-12,0.8557855898329404
1976-01,0.8608005663549748
1976-02,0.8876948833315895
1976-03,0.8925945039349762
1976-04,0.8846067573251086
1976-05,0.8823221343873517
1976-06,0.8719726736917307
1976-07,0.8776163056393382
1976-08,0.8796796620610755
1976-09,0.866404874746107
1976-10,0.8783120706575073
1976-11,0.8846986166007904
1976-12,0.9030737171138317
1977-01,0.933507661253326
1977-02,0.9513861386138615
1977-03,0.9513052122050307
1977-04,0.9591569914184757
1977-05,0.9816197033693995
1977-06,0.9856526794788452
1977-07,1.0114665406030046
1977-08,1.0289469587456912
1977-09,1.0434722366552356
1977-10,1.0587491237160536
1977-11,1.0680091722730671
1977-12,1.1054196993229184
1978-01,1.116681176625775
1978-02,1.151323183210893
1978-03,1.171020040531412
1978-04,1.194784812857297
1978-05,1.2224337617007774
1978-06,1.2493530430249662
1978-07,1.2564975820557671
1978-08,1.2756496631376322
1978-09,1.3015832531280076
1978-10,1.2691622989336708
1978-11,1.204966539461313
1978-12,1.219940692955988
1979-01,1.2407800804150217
1979-02,1.2679318677432663
1979-03,1.2795250204341115
1979-04,1.307007835455436
1979-05,1.3170423780571177
1979-06,1.333721964695416
1979-07,1.3493717253210924
1979-08,1.3657881952878308
1979-09,1.3738829116991373
1979-10,1.344751404202205
1979-11,1.33831106212977
1979-12,1.3798562152133582
1980-01,1.398926141487007
1980-02,1.4019427580225499
1980-03,1.3476645290398872
1980-04,1.3231715210355988
1980-05,1.3526904540832116
1980-06,1.3562744120335744
1980-07,1.3933715283047505
1980-08,1.4391016001542318
1980-09,1.4979107848673068
1980-10,1.5035163293929075
1980-11,1.4788913452878083
1980-12,1.4861321075927818
1981-01,1.496111707841031
1981-02,1.5175397606164944
1981-03,1.5283783783783784
1981-04,1.6013676303854876
1981-05,1.6442179195140472
1981-06,1.6631931560502986
1981-07,1.6253784944722205
1981-08,1.5941247795414464
1981-09,1.5669685625729581
1981-10,1.5876574594020336
1981-11,1.6210659072416598
1981-12,1.5924842120722573
1982-01,1.599987212276215
1982-02,1.5950080441277867
1982-03,1.5639342332443886
1982-04,1.5635794128485445
1982-05,1.5859707903780067
1982-06,1.5685837407806413
1982-07,1.5505049186036388
1982-08,1.5247368857213888
1982-09,1.5121615312791783
1982-10,1.5368608031004414
1982-11,1.643522637150443
1982-12,1.6716675361940785
1983-01,1.6734316734316734
1983-02,1.7442671733830486
1983-03,1.7541231359303888
1983-04,1.772720355104629
1983-05,1.8430660746931316
1983-06,1.9190559440559438
1983-07,1.8936047904191615
1983-08,1.8280440137074319
1983-09,1.7964712918660288
1983-10,1.7085555271601787
1983-11,1.6867289288596796
1983-12,1.6949860966284322
1984-01,1.6947372939560441
1984-02,1.6172059758423394
1984-03,1.596251588310038
1984-04,1.5558312182741119
1984-05,1.5660484151863463
1984-06,1.556968679045753
1984-07,1.5380794806340803
1984-08,1.5227864170104728
1984-09,1.5171868563642703
1984-10,1.4997810257492612
1984-11,1.4852962231194342
1984-12,1.4743161094224924
1985-01,1.520078406442043
1985-02,1.5783363882342671
1985-03,1.5631469979296067
1985-04,1.5553446184675421
1985-05,1.554968287526427
1985-06,1.5375595553202752
1985-07,1.5690436835891381
1985-08,1.5838845169700189
1985-09,1.5640241287629721
1985-10,1.5326203708027832
1985-11,1.5410632911392406
1985-12,1.5448050903911974
1986-01,1.5779844555060696
1986-02,1.5897303651105885
1986-03,1.585363753766681
1986-04,1.60731474407945
1986-05,1.628890885494659
1986-06,1.6249296294139342
1986-07,1.6065589281659223
1986-08,1.5331584062196308
1986-09,1.5034070699198687
1986-10,1.4955679279147285
1986-11,1.4609718911722391
1986-12,1.4275945293644408
1987-01,1.452696012242326
1987-02,1.4656836109497668
1987-03,1.4775602175602176
1987-04,1.4612776323802938
1987-05,1.4411622276029055
1987-06,1.4057881401942451
1987-07,1.383468675793732
1987-08,1.3614219215312113
1987-09,1.3894691230743945
1987-10,1.3741970021413277
1987-11,1.3010612244897959
1987-12,1.3051867219917013
1988-01,1.3544510978043913
1988-02,1.369934134056567
1988-03,1.41342802441459
1988-04,1.4365194211728864
1988-05,1.45209274650899
1988-06,1.4258823924505493
1988-07,1.4545893719806762
1988-08,1.4395310876984717
1988-09,1.425995024875622
1988-10,1.387973358052666
1988-11,1.376032331751889
1988-12,1.359132007233273
1989-01,1.3641672506423734
1989-02,1.374471894020766
1989-03,1.3802683479827313
1989-04,1.3798875289447567
1989-05,1.388948420168554
1989-06,1.3828601117757744
1989-07,1.345872250677915
1989-08,1.3324719636719435
1989-09,1.3512237258854016
1989-10,1.3520045009682315
1989-11,1.336538730718625
1989-12,1.2880522088353412
1990-01,1.2923065404166676
1990-02,1.2846915290950938
1990-03,1.2884831294687704
1990-04,1.2685581642912058
1990-05,1.2636558302511194
1990-06,1.2828166311892277
1990-07,1.2660849691097171
1990-08,1.1982648131716456
1990-09,1.1685375259269888
1990-10,1.1006036445179337
1990-11,1.1028546659235865
1990-12,1.1261140684410647
1991-01,1.1572342677752983
1991-02,1.2217453588146927
1991-03,1.2600744063608038
1991-04,1.3072036739072137
1991-05,1.2988005935702964
1991-06,1.2962938486346454
1991-07,1.2870332071736483
1991-08,1.3180557501050567
1991-09,1.3444201962809916
1991-10,1.3671523806955084
1991-11,1.3904021558872306
