month,value
1971-01,0.09576779709923033
1971-02,0.09576779709923033
1971-03,0.09576779709923033
1971-04,0.08456623597898627
1971-05,0.08456623597898627
1971-06,0.08456623597898627
1971-07,0.08627199982112277
1971-08,0.08627199982112277
1971-09,0.08627199982112277
1971-10,0.08176894170582782
1971-11,0.08176894170582782
1971-12,0.08176894170582782
1972-01,0.08800515907136708
1972-02,0.08800515907136708
1972-03,0.08800515907136708
1972-04,0.08815489749430516
1972-05,0.08815489749430516
1972-06,0.08815489749430516
1972-07,0.08545904583511299
1972-08,0.08545904583511299
1972-09,0.08545904583511299
1972-10,0.10521521984986615
1972-11,0.10521521984986615
1972-12,0.10521521984986615
1973-01,0.11290354447386108
1973-02,0.11290354447386108
1973-03,0.11290354447386108
1973-04,0.1287827930288572
1973-05,0.1287827930288572
1973-06,0.1287827930288572
1973-07,0.15250267856296285
1973-08,0.15250267856296285
1973-09,0.15250267856296285
1973-10,0.15906078524287293
1973-11,0.15906078524287293
1973-12,0.15906078524287293
1974-01,0.15432685052859574
1974-02,0.15432685052859574
1974-03,0.15432685052859574
1974-04,0.15256191899318106
1974-05,0.15256191899318106
1974-06,0.15256191899318106
1974-07,0.13289689101693924
1974-08,0.13289689101693924
1974-09,0.13289689101693924
1974-10,0.11634038821605497
1974-11,0.11634038821605497
1974-12,0.11634038821605497
1975-01,0.0926270541282499
1975-02,0.0926270541282499
1975-03,0.0926270541282499
1975-04,0.0591872252358554
1975-05,0.0591872252358554
1975-06,0.0591872252358554
1975-07,0.04073025803394592
1975-08,0.04073025803394592
1975-09,0.04073025803394592
1975-10,0.026117217866993503
1975-11,0.026117217866993503
1975-12,0.026117217866993503
1976-01,0.02545948475773896
1976-02,0.02545948475773896
1976-03,0.02545948475773896
1976-04,0.04064830546208875
1976-05,0.04064830546208875
1976-06,0.04064830546208875
1976-07,0.05395514030429793
1976-08,0.05395514030429793
1976-09,0.05395514030429793
1976-10,0.0694141035168272
1976-11,0.0694141035168272
1976-12,0.0694141035168272
1977-01,0.09114930064650739
1977-02,0.09114930064650739
1977-03,0.09114930064650739
1977-04,0.09847106911062942
1977-05,0.09847106911062942
1977-06,0.09847106911062942
1977-07,0.10605212981475853
1977-08,0.10605212981475853
1977-09,0.10605212981475853
1977-10,0.11978227852999312
1977-11,0.11978227852999312
1977-12,0.11978227852999312
1978-01,0.12152408687502758
1978-02,0.12152408687502758
1978-03,0.12152408687502758
1978-04,0.1259084896235898
1978-05,0.1259084896235898
1978-06,0.1259084896235898
1978-07,0.12019890491560892
1978-08,0.12019890491560892
1978-09,0.12019890491560892
1978-10,0.10809086929979173
1978-11,0.10809086929979173
1978-12,0.10809086929979173
1979-01,0.11149543415807783
1979-02,0.11149543415807783
1979-03,0.11149543415807783
1979-04,0.11067651627695585
1979-05,0.11067651627695585
1979-06,0.11067651627695585
1979-07,0.11940960454618921
1979-08,0.11940960454618921
1979-09,0.11940960454618921
1979-10,0.11093035554417874
1979-11,0.11093035554417874
1979-12,0.11093035554417874
1980-01,0.10822160244111334
1980-02,0.10822160244111334
1980-03,0.10822160244111334
1980-04,0.07994620497078775
1980-05,0.07994620497078775
1980-06,0.07994620497078775
1980-07,0.06875894273190841
1980-08,0.06875894273190841
1980-09,0.06875894273190841
1980-10,0.07916540933025495
1980-11,0.07916540933025495
1980-12,0.07916540933025495
1981-01,0.06991210477311371
1981-02,0.06991210477311371
1981-03,0.06991210477311371
1981-04,0.108628771015437
1981-05,0.108628771015437
1981-06,0.108628771015437
1981-07,0.135619128863798
1981-08,0.135619128863798
1981-09,0.135619128863798
1981-10,0.12899886958133333
1981-11,0.12899886958133333
1981-12,0.12899886958133333
